Concept,Feature,WB_Label,BR_Label,Prod_Freq,Rank_PF,Sum_PF_No_Tax,CPF
sandpaper,is_brown,external_surface_property,visual-colour,8,7,480,54
sandpaper,found_in_workshops,location,encyclopaedic,6,8,6,1
sandpaper,has_a_sheet,external_component,visual-form_and_surface,6,8,6,1
sandpaper,bought/sold_in_hardware_stores,location,encyclopaedic,5,10,5,1
sandpaper,has_fine_sand_covering_it,external_component,visual-form_and_surface,5,10,5,1
sandpaper,is_gritty,external_surface_property,tactile,5,10,5,1
sardine,a_fish,superordinate,taxonomic,28,1,,16
sardine,comes_in_cans,associated_entity,encyclopaedic,26,2,43,2
sardine,is_small,external_surface_property,visual-form_and_surface,18,3,1229,121
sardine,is_edible,function,function,17,4,890,78
sardine,is_smelly,external_surface_property,smell,15,5,142,16
sardine,lives_in_water,location,encyclopaedic,10,6,394,32
sardine,tastes_salty,internal_surface_property,taste,9,7,14,2
sardine,eaten_on_pizza,function,function,8,8,31,4
sardine,tastes_bad,internal_surface_property,taste,6,9,20,3
sardine,beh_-_swims,entity_behavior,visual-motion,5,10,411,33
sardine,is_slimy,external_surface_property,tactile,5,10,103,10
saucer,used_with_cups,associated_entity,encyclopaedic,20,1,20,1
saucer,is_breakable,systemic_property,encyclopaedic,14,2,90,10
saucer,is_round,external_surface_property,visual-form_and_surface,14,2,823,76
saucer,made_of_china,made_of,visual-form_and_surface,14,2,34,3
saucer,used_for_catching,function,function,9,5,18,2
saucer,eg_-_flying_saucer,subordinate,taxonomic,8,6,,1
saucer,is_flat,external_surface_property,visual-form_and_surface,7,7,79,10
saucer,a_UFO,synonym,taxonomic,6,8,,1
saucer,has_patterns,external_surface_property,visual-form_and_surface,6,8,33,5
saucer,part_of_a_set_of_dishes,larger_whole,encyclopaedic,6,8,12,2
saucer,used_for_feeding_cats,function,function,6,8,6,1
saucer,used_with_tea_cups,associated_entity,encyclopaedic,6,8,6,1
saucer,a_plate,coordinate,taxonomic,5,13,,1
saucer,made_of_porcelain,made_of,visual-form_and_surface,5,13,51,6
saucer,used_for_catching_drips,function,function,5,13,5,1
saxophone,a_musical_instrument,superordinate,taxonomic,22,1,,18
saxophone,used_for_playing_jazz,function,function,17,2,17,1
saxophone,made_of_brass,made_of,visual-form_and_surface,12,3,67,5
saxophone,used_for_music,function,function,11,4,70,6
saxophone,requires_air,contingency,encyclopaedic,10,5,49,4
saxophone,has_reeds,external_component,visual-form_and_surface,9,6,17,2
saxophone,made_of_metal,made_of,visual-form_and_surface,9,6,1472,133
saxophone,inbeh_-_produces_music,entity_behavior,sound,8,8,178,13
saxophone,has_keys,external_component,visual-form_and_surface,7,9,108,7
saxophone,is_gold,external_surface_property,visual-colour,7,9,44,7
saxophone,a_woodwind,superordinate,taxonomic,5,11,,1
saxophone,has_a_mouthpiece,external_component,visual-form_and_surface,5,11,5,1
saxophone,is_shiny,external_surface_property,visual-form_and_surface,5,11,106,15
saxophone,used_in_bands,function,function,5,11,83,9
scarf,worn_around_neck,function,function,20,1,85,6
scarf,worn_for_warmth,function,function,20,1,206,15
scarf,worn_in_winter,time,encyclopaedic,17,3,73,5
scarf,is_long,external_surface_property,visual-form_and_surface,13,4,844,81
scarf,made_of_wool,made_of,visual-form_and_surface,11,5,107,9
scarf,is_knitted,origin,encyclopaedic,7,6,34,5
scarf,clothing,superordinate,taxonomic,6,7,,34
scarf,different_colours,external_surface_property,visual-colour,6,7,460,58
scarf,is_fashionable,evaluation,encyclopaedic,6,7,16,3
scarf,is_colourful,external_surface_property,visual-colour,5,10,159,19
scarf,is_soft,external_surface_property,tactile,5,10,239,27
scarf,worn_for_the_cold,function,function,5,10,19,3
scissors,used_for_cutting,function,function,30,1,122,9
scissors,is_sharp,external_surface_property,tactile,23,2,281,18
scissors,made_of_metal,made_of,visual-form_and_surface,15,3,1472,133
scissors,is_dangerous,systemic_property,encyclopaedic,9,4,316,37
scissors,has_2_blades,external_component,visual-form_and_surface,8,5,8,1
scissors,made_of_plastic,made_of,visual-form_and_surface,8,5,446,51
scissors,used_for_cutting_paper,function,function,8,5,8,1
scissors,has_handles,external_component,visual-form_and_surface,7,8,73,7
scissors,a_tool,superordinate,taxonomic,6,9,,18
scissors,has_blades,external_component,visual-form_and_surface,5,10,40,5
scooter,has_wheels,external_component,visual-form_and_surface,16,1,416,23
scooter,used_for_transportation,function,function,16,1,323,33
scooter,has_an_engine,internal_component,visual-form_and_surface,15,3,97,10
scooter,used_by_children,participant,function,12,4,166,13
scooter,has_2_wheels,external_component,visual-form_and_surface,9,5,62,5
scooter,has_handle_bars,external_component,visual-form_and_surface,8,6,34,3
scooter,is_fast,systemic_property,visual-motion,8,6,346,33
scooter,a_vehicle,superordinate,taxonomic,7,8,,10
scooter,used_with_helmets,associated_entity,encyclopaedic,7,8,18,2
scooter,is_slow,systemic_property,visual-motion,5,10,84,7
scooter,is_small,external_surface_property,visual-form_and_surface,5,10,1229,121
scooter,made_of_metal,made_of,visual-form_and_surface,5,10,1472,133
scooter,used_by_pushing,action,function,5,10,28,3
screwdriver,a_tool,superordinate,taxonomic,25,1,,18
screwdriver,has_a_handle,external_component,visual-form_and_surface,18,2,508,42
screwdriver,has_a_head,external_component,visual-form_and_surface,17,3,82,7
screwdriver,used_for_turning,function,function,15,4,21,2
screwdriver,used_for_turning_screws,function,function,15,4,15,1
screwdriver,made_of_metal,made_of,visual-form_and_surface,11,6,1472,133
screwdriver,made_of_vodka_and_orange_juice,made_of,encyclopaedic,11,6,11,1
screwdriver,used_for_tightening,function,function,10,8,24,2
screwdriver,used_for_tightening_screws,function,function,10,8,10,1
screwdriver,found_in_toolboxes,location,encyclopaedic,9,10,27,4
screwdriver,a_drink,superordinate,taxonomic,7,11,,1
screwdriver,has_a_flat_head_(slot),external_component,visual-form_and_surface,7,11,7,1
screwdriver,used_for_loosening,function,function,7,11,18,2
screwdriver,has_a_Phillips_head,external_component,visual-form_and_surface,6,14,6,1
screwdriver,is_hand_held,action,function,6,14,48,7
screwdriver,is_long,external_surface_property,visual-form_and_surface,6,14,844,81
screwdriver,used_for_carpentry,function,function,6,14,67,8
screwdriver,used_for_loosening_screws,function,function,6,14,6,1
screwdriver,used_for_repairs,function,function,6,14,6,1
screwdriver,has_different_heads,external_component,visual-form_and_surface,5,20,11,2
screws,used_for_holding,function,function,18,1,93,7
screws,made_of_metal,made_of,visual-form_and_surface,17,2,1472,133
screws,has_a_head,external_component,visual-form_and_surface,15,3,82,7
screws,used_for_holding_things_together,function,function,13,4,36,4
screws,used_with_screwdrivers,associated_entity,encyclopaedic,13,4,13,1
screws,used_for_construction,function,function,12,6,94,10
screws,has_threads,external_component,visual-form_and_surface,10,7,15,2
screws,used_in_wood,function,function,10,7,10,1
screws,has_a_pointed_end,external_surface_property,visual-form_and_surface,9,9,91,11
screws,is_small,external_surface_property,visual-form_and_surface,8,10,1229,121
screws,used_by_turning,action,function,8,10,30,3
screws,different_sizes,external_surface_property,visual-form_and_surface,7,12,135,19
screws,used_for_fastening,function,function,7,12,15,2
screws,has_a_flat_head,external_component,visual-form_and_surface,6,14,6,1
screws,has_different_heads,external_component,visual-form_and_surface,6,14,11,2
screws,like_a_nail,cognitive_operation,encyclopaedic,6,14,6,1
screws,a_bolts,coordinate,taxonomic,5,17,,1
screws,used_for_carpentry,function,function,5,17,67,8
screws,used_for_metal,function,function,5,17,5,1
seagull,a_bird,superordinate,taxonomic,23,1,,39
seagull,beh_-_flies,entity_behavior,visual-motion,22,2,712,46
seagull,is_white,external_surface_property,visual-colour,19,3,634,51
seagull,lives_by_the_ocean,location,encyclopaedic,16,4,23,2
seagull,beh_-_eats_fish,entity_behavior,visual-motion,15,5,83,7
seagull,has_a_beak,external_component,visual-form_and_surface,14,6,443,38
seagull,beh_-_produces_manure,entity_behavior,visual-motion,12,7,27,3
seagull,has_wings,external_component,visual-form_and_surface,12,7,529,44
seagull,lives_by_the_beach,location,encyclopaedic,12,7,12,1
seagull,beh_-_makes_loud_noises,entity_behavior,sound,11,10,16,2
seagull,has_feathers,external_component,visual-form_and_surface,9,11,524,38
seagull,is_grey,external_surface_property,visual-colour,8,12,121,13
seagull,beh_-_eats_garbage,entity_behavior,visual-motion,7,13,42,5
seagull,beh_-_lays_eggs,entity_behavior,encyclopaedic,6,14,332,32
seagull,beh_-_eats,entity_behavior,visual-motion,5,15,443,39
seal,beh_-_swims,entity_behavior,visual-motion,17,1,411,33
seal,beh_-_eats_fish,entity_behavior,visual-motion,14,2,83,7
seal,lives_in_water,location,encyclopaedic,14,2,394,32
seal,has_flippers,external_component,visual-form_and_surface,12,4,12,1
seal,hunted_by_people,participant,function,11,5,267,27
seal,a_mammal,superordinate,taxonomic,10,6,,42
seal,an_animal,superordinate,taxonomic,10,6,,99
seal,lives_in_Arctic,location,encyclopaedic,8,8,19,2
seal,has_whiskers,external_component,visual-form_and_surface,7,9,66,8
seal,is_edible,function,function,7,9,890,78
seal,beh_-_does_tricks,entity_behavior,encyclopaedic,6,11,11,2
seal,killed_for_fur,function,function,6,11,6,1
seal,lives_in_cold_climates,location,encyclopaedic,6,11,19,2
seal,is_cute,evaluation,encyclopaedic,5,14,52,9
seal,is_endangered,systemic_property,encyclopaedic,5,14,41,5
seal,is_large,external_surface_property,visual-form_and_surface,5,14,1076,106
seal,is_smooth,external_surface_property,tactile,5,14,46,8
seaweed,is_green,external_surface_property,visual-colour,24,1,834,47
seaweed,is_edible,function,function,20,2,890,78
seaweed,grows_in_water,location,encyclopaedic,19,3,31,2
seaweed,a_plant,superordinate,taxonomic,12,4,,3
seaweed,is_slimy,external_surface_property,tactile,11,5,103,10
seaweed,eaten_by_animals,participant,function,8,6,8,1
seaweed,grows_in_seas,location,encyclopaedic,6,7,6,1
seaweed,is_smelly,external_surface_property,smell,6,7,142,16
seaweed,grows_in_oceans,location,encyclopaedic,5,9,5,1
seaweed,is_long,external_surface_property,visual-form_and_surface,5,9,844,81
shack,made_of_wood,made_of,visual-form_and_surface,20,1,1091,79
shack,is_run-down,systemic_property,encyclopaedic,16,2,16,1
shack,is_small,external_surface_property,visual-form_and_surface,14,3,1229,121
shack,is_dirty,external_surface_property,visual-form_and_surface,13,4,83,10
shack,used_as_a_house,function,function,10,5,32,3
shack,is_old-fashioned,evaluation,encyclopaedic,9,6,19,3
shack,has_a_roof,external_component,visual-form_and_surface,8,7,46,7
shack,used_for_storage,function,function,7,8,374,18
shack,has_a_door,external_component,visual-form_and_surface,5,9,35,5
shack,inbeh_-_leaks,entity_behavior,encyclopaedic,5,9,29,3
shack,made_of_metal,made_of,visual-form_and_surface,5,9,1472,133
shack,used_for_storing_tools,function,function,5,9,30,3
shawl,clothing,superordinate,taxonomic,21,1,,34
shawl,worn_for_warmth,function,function,17,2,206,15
shawl,worn_by_women,participant,function,11,3,232,18
shawl,worn_on_shoulders,function,function,11,3,17,2
shawl,made_of_wool,made_of,visual-form_and_surface,9,5,107,9
shawl,worn_by_old_women,participant,function,7,6,7,1
shawl,is_knitted,origin,encyclopaedic,6,7,34,5
shawl,different_colours,external_surface_property,visual-colour,5,8,460,58
shawl,is_warm,systemic_property,tactile,5,8,144,14
shawl,made_of_cotton,made_of,visual-form_and_surface,5,8,88,12
shed,used_for_storage,function,function,30,1,374,18
shed,used_for_storing_tools,function,function,18,2,30,3
shed,found_in_back_yards,location,encyclopaedic,16,3,16,1
shed,made_of_wood,made_of,visual-form_and_surface,16,3,1091,79
shed,is_small,external_surface_property,visual-form_and_surface,12,5,1229,121
shed,has_doors,external_component,visual-form_and_surface,9,6,163,15
shed,used_for_storing_lawnmowers,function,function,8,7,8,1
shed,has_a_roof,external_component,visual-form_and_surface,6,8,46,7
shed,a_building,superordinate,taxonomic,5,9,,6
shed,found_outdoors,location,encyclopaedic,5,9,11,2
shed,made_of_metal,made_of,visual-form_and_surface,5,9,1472,133
shed,used_for_storing_bicycles,function,function,5,9,5,1
sheep,an_animal,superordinate,taxonomic,20,1,,99
sheep,is_white,external_surface_property,visual-colour,18,2,634,51
sheep,used_for_wool,function,function,18,2,27,2
sheep,has_wool,external_component,visual-form_and_surface,15,4,29,2
sheep,has_legs,external_component,visual-form_and_surface,14,5,489,44
sheep,beh_-_bahs,entity_behavior,sound,13,6,29,2
sheep,eaten_as_meat,function,function,13,6,43,6
sheep,has_4_legs,external_component,visual-form_and_surface,13,6,468,49
sheep,beh_-_eats,entity_behavior,visual-motion,12,9,443,39
sheep,beh_-_eats_grass,entity_behavior,visual-motion,11,10,62,7
sheep,is_black,external_surface_property,visual-colour,10,11,607,50
sheep,used_by_clipping/shearing,action,function,10,11,17,2
sheep,a_baby_is_a_lamb,subordinate,taxonomic,8,13,,1
sheep,herded_by_shepherds,participant,function,8,13,8,1
sheep,lives_on_farms,location,encyclopaedic,8,13,116,12
sheep,lives_in_herds,larger_whole,encyclopaedic,7,16,12,2
sheep,a_mammal,superordinate,taxonomic,6,17,,42
sheep,is_cuddly,evaluation,tactile,5,18,5,1
sheep,is_cute,evaluation,encyclopaedic,5,18,52,9
sheep,is_gentle,evaluation,encyclopaedic,5,18,5,1
sheep,lives_in_Australia,location,encyclopaedic,5,18,18,2
shell,used_for_protection,function,function,12,1,89,9
shell,found_on_beaches,location,encyclopaedic,11,2,11,1
shell,is_hard,external_surface_property,tactile,11,2,211,22
shell,a_house,superordinate,taxonomic,10,4,,6
shell,different_colours,external_surface_property,visual-colour,7,5,460,58
shell,found_in_seas,location,encyclopaedic,7,5,7,1
shell,different_shapes,external_surface_property,visual-form_and_surface,6,7,23,3
shell,is_breakable,systemic_property,encyclopaedic,6,7,90,10
shelves,used_for_storage,function,function,30,1,374,18
shelves,made_of_wood,made_of,visual-form_and_surface,23,2,1091,79
shelves,used_for_storing_books,function,function,23,2,23,1
shelves,found_in_libraries,location,encyclopaedic,9,4,37,4
shelves,made_of_metal,made_of,visual-form_and_surface,8,5,1472,133
shelves,found_on_walls,location,encyclopaedic,7,6,58,7
shelves,is_flat,external_surface_property,visual-form_and_surface,6,7,79,10
shelves,is_useful,evaluation,encyclopaedic,6,7,32,6
shelves,found_in_cupboards,location,encyclopaedic,5,9,13,2
shelves,made_of_plastic,made_of,visual-form_and_surface,5,9,446,51
shelves,used_for_organizing,function,function,5,9,10,2
shield,used_for_protection,function,function,25,1,89,9
shield,made_of_metal,made_of,visual-form_and_surface,19,2,1472,133
shield,is_medieval,time,encyclopaedic,8,3,26,3
shield,used_for_war,function,function,7,4,130,12
shield,associated_with_swords,associated_entity,encyclopaedic,6,5,6,1
shield,a_weapon,superordinate,taxonomic,5,6,,29
shield,associated_with_knights,associated_entity,encyclopaedic,5,6,5,1
shield,is_large,external_surface_property,visual-form_and_surface,5,6,1076,106
shield,made_of_wood,made_of,visual-form_and_surface,5,6,1091,79
shield,used_for_battle,function,function,5,6,5,1
ship,used_for_cargo,function,function,18,1,89,5
ship,is_large,external_surface_property,visual-form_and_surface,17,2,1076,106
ship,requires_captains,contingency,encyclopaedic,15,3,15,1
ship,used_on_water,location,encyclopaedic,15,3,78,7
ship,has_sails,external_component,visual-form_and_surface,12,5,48,4
ship,inbeh_-_floats,entity_behavior,visual-motion,12,5,92,7
ship,requires_crews,contingency,encyclopaedic,12,5,18,2
ship,used_for_cruising,function,function,11,8,19,2
ship,used_for_transportation,function,function,11,8,323,33
ship,used_for_passengers,participant,function,10,10,115,9
ship,has_decks,external_component,visual-form_and_surface,6,11,6,1
ship,is_sinkable,systemic_property,encyclopaedic,5,12,5,1
ship,made_of_wood,made_of,visual-form_and_surface,5,12,1091,79
shirt,has_sleeves,external_component,visual-form_and_surface,26,1,74,6
shirt,has_buttons,external_component,visual-form_and_surface,23,2,163,13
shirt,clothing,superordinate,taxonomic,20,3,,34
shirt,made_of_cotton,made_of,visual-form_and_surface,13,4,88,12
shirt,different_colours,external_surface_property,visual-colour,12,5,460,58
shirt,made_of_material,made_of,visual-form_and_surface,12,5,154,18
shirt,worn_for_warmth,function,function,10,7,206,15
shirt,worn_on_torso,function,function,10,7,21,3
shirt,has_short_sleeves,external_component,visual-form_and_surface,9,9,9,1
shirt,worn_with_ties,associated_entity,encyclopaedic,9,9,9,1
shirt,has_a_collar,external_component,visual-form_and_surface,8,11,19,2
shirt,has_long_sleeves,external_component,visual-form_and_surface,8,11,8,1
shirt,eg_-_t-shirt,subordinate,taxonomic,6,13,,1
shirt,has_pockets,external_component,visual-form_and_surface,5,14,52,6
shirt,requires_ironing,action,function,5,14,5,1
shirt,worn,function,function,5,14,5,1
shirt,worn_by_men,participant,function,5,14,62,6
shirt,worn_by_women,participant,function,5,14,232,18
shoes,made_of_leather,made_of,visual-form_and_surface,24,1,206,13
shoes,has_heels,external_component,visual-form_and_surface,15,2,22,2
shoes,has_laces,external_component,visual-form_and_surface,13,3,29,3
shoes,worn_on_feet,function,function,13,3,71,6
shoes,worn_for_protection,function,function,11,5,118,8
shoes,has_high_heels,external_component,visual-form_and_surface,10,6,10,1
shoes,has_soles,external_component,visual-form_and_surface,9,7,25,3
shoes,worn_for_running,function,function,9,7,9,1
shoes,comes_in_pairs,quantity,encyclopaedic,8,9,62,7
shoes,different_sizes,external_surface_property,visual-form_and_surface,8,9,135,19
shoes,worn_for_protecting_feet,function,function,7,11,12,2
shoes,clothing,superordinate,taxonomic,6,12,,34
shoes,worn_for_walking,function,function,6,12,15,2
shoes,has_buckles,external_component,visual-form_and_surface,5,14,31,2
shoes,made_of_material,made_of,visual-form_and_surface,5,14,154,18
shoes,made_of_suede,made_of,visual-form_and_surface,5,14,5,1
shoes,worn_for_covering,function,function,5,14,45,6
shoes,worn_for_covering_feet,function,function,5,14,5,1
shoes,worn_for_sports,function,function,5,14,11,2
shotgun,requires_bullets,contingency,encyclopaedic,17,1,31,2
shotgun,is_loud,external_surface_property,sound,14,2,317,34
shotgun,made_of_metal,made_of,visual-form_and_surface,13,3,1472,133
shotgun,used_for_hunting,function,function,13,3,122,8
shotgun,used_for_killing,function,function,12,5,233,20
shotgun,is_dangerous,systemic_property,encyclopaedic,9,6,316,37
shotgun,has_a_trigger,external_component,visual-form_and_surface,8,7,43,5
shotgun,a_gun,superordinate,taxonomic,7,8,,6
shotgun,a_weapon,superordinate,taxonomic,7,8,,29
shotgun,used_by_the_police,participant,function,5,10,58,7
shovel,has_a_handle,external_component,visual-form_and_surface,24,1,508,42
shovel,used_for_digging,function,function,21,2,41,3
shovel,a_tool,superordinate,taxonomic,19,3,,18
shovel,used_for_moving_snow,function,function,16,4,16,1
shovel,used_for_gardening,function,function,13,5,40,3
shovel,made_of_metal,made_of,visual-form_and_surface,9,6,1472,133
shovel,has_a_wooden_handle,external_component,visual-form_and_surface,8,7,67,7
shovel,used_for_removing,function,function,8,7,8,1
shovel,has_a_long_handle,external_component,visual-form_and_surface,7,9,32,4
shovel,has_an_end,external_component,visual-form_and_surface,7,9,30,3
shovel,used_for_scooping,function,function,7,9,7,1
shovel,used_with_dirt,associated_entity,encyclopaedic,7,9,7,1
shovel,used_for_digging_holes,function,function,6,13,6,1
shovel,has_a_metal_end,external_component,visual-form_and_surface,5,14,5,1
shovel,used_for_removing_snow,function,function,5,14,5,1
shrimp,is_edible,function,function,19,1,890,78
shrimp,is_small,external_surface_property,visual-form_and_surface,17,2,1229,121
shrimp,lives_in_water,location,encyclopaedic,12,3,394,32
shrimp,is_pink,external_surface_property,visual-colour,11,4,79,5
shrimp,tastes_good,internal_surface_property,taste,9,5,235,33
shrimp,has_a_shell,external_component,visual-form_and_surface,8,6,153,10
shrimp,lives_in_oceans,location,encyclopaedic,8,6,101,10
shrimp,is_large,external_surface_property,visual-form_and_surface,7,8,1076,106
shrimp,beh_-_swims,entity_behavior,visual-motion,6,9,411,33
shrimp,has_a_tail,external_component,visual-form_and_surface,6,9,379,39
shrimp,is_red,external_surface_property,visual-colour,6,9,382,26
shrimp,lives_in_seas,location,encyclopaedic,6,9,21,4
shrimp,is_white,external_surface_property,visual-colour,5,13,634,51
sink,used_for_washing,function,function,27,1,35,2
sink,found_in_bathrooms,location,encyclopaedic,20,2,103,10
sink,found_in_kitchens,location,encyclopaedic,20,2,386,32
sink,has_taps,associated_entity,encyclopaedic,17,4,32,3
sink,used_for_holding_water,function,function,17,4,50,5
sink,used_for_washing_dishes,function,function,16,6,29,2
sink,has_a_drain,external_component,visual-form_and_surface,15,7,21,2
sink,made_of_porcelain,made_of,visual-form_and_surface,12,8,51,6
sink,used_for_water,function,function,9,9,39,3
sink,has_a_drain_plug,associated_entity,encyclopaedic,8,10,14,2
sink,made_of_metal,made_of,visual-form_and_surface,7,11,1472,133
sink,made_of_stainless_steel,made_of,visual-form_and_surface,7,11,19,3
sink,has_pipes,associated_entity,encyclopaedic,6,13,23,3
sink,inbeh_-_clogs,entity_behavior,encyclopaedic,6,13,23,2
sink,a_basin,synonym,taxonomic,5,15,,1
sink,made_of_enamel,made_of,visual-form_and_surface,5,15,5,1
sink,used_for_laundry,function,function,5,15,5,1
skateboard,has_wheels,external_component,visual-form_and_surface,30,1,416,23
skateboard,has_4_wheels,external_component,visual-form_and_surface,16,2,124,11
skateboard,made_of_wood,made_of,visual-form_and_surface,16,2,1091,79
skateboard,used_for_transportation,function,function,11,4,323,33
skateboard,used_for_performing_tricks,function,function,10,5,10,1
skateboard,a_board,superordinate,taxonomic,8,6,,1
skateboard,is_long,external_surface_property,visual-form_and_surface,7,7,844,81
skateboard,used_by_children,participant,function,6,8,166,13
skateboard,used_by_riding,action,function,6,8,89,7
skateboard,is_fast,systemic_property,visual-motion,5,10,346,33
skillet,used_for_cooking,function,function,21,1,232,13
skillet,used_for_frying,function,function,18,2,36,2
skillet,has_a_handle,external_component,visual-form_and_surface,15,3,508,42
skillet,used_on_stove_tops,associated_entity,encyclopaedic,13,4,45,4
skillet,found_in_kitchens,location,encyclopaedic,11,5,386,32
skillet,made_of_metal,made_of,visual-form_and_surface,11,5,1472,133
skillet,inbeh_-_gets_hot,entity_behavior,encyclopaedic,10,7,25,3
skillet,used_for_food,function,function,9,8,74,7
skillet,a_pan,superordinate,taxonomic,8,9,,1
skillet,is_round,external_surface_property,visual-form_and_surface,7,10,823,76
skillet,made_of_iron,made_of,visual-form_and_surface,6,11,21,3
skirt,worn_by_women,participant,function,27,1,232,18
skirt,is_long,external_surface_property,visual-form_and_surface,18,2,844,81
skirt,made_of_material,made_of,visual-form_and_surface,18,2,154,18
skirt,clothing,superordinate,taxonomic,17,4,,34
skirt,is_short,external_surface_property,visual-form_and_surface,12,5,35,4
skirt,has_pleats,external_surface_property,visual-form_and_surface,9,6,9,1
skirt,made_of_different_materials,made_of,visual-form_and_surface,9,6,35,6
skirt,worn_by_men_-_kilt,participant,function,7,8,7,1
skirt,different_colours,external_surface_property,visual-colour,6,9,460,58
skirt,different_lengths,external_surface_property,visual-form_and_surface,6,9,6,1
skirt,eg_-_mini_skirt,subordinate,taxonomic,6,9,,1
skirt,is_dressy,systemic_property,encyclopaedic,6,9,6,1
skirt,is_tight,systemic_property,tactile,6,9,33,4
skirt,is_colourful,external_surface_property,visual-colour,5,14,159,19
skis,used_on_snow,associated_entity,encyclopaedic,24,1,59,3
skis,is_long,external_surface_property,visual-form_and_surface,13,2,844,81
skis,comes_in_pairs,quantity,encyclopaedic,9,3,62,7
skis,used_on_mountains,location,encyclopaedic,8,4,8,1
skis,used_on_water,location,encyclopaedic,7,5,78,7
skis,worn_on_feet,function,function,7,5,71,6
skis,is_thin,external_surface_property,visual-form_and_surface,6,7,109,16
skis,made_of_wood,made_of,visual-form_and_surface,6,7,1091,79
skis,requires_poles,contingency,encyclopaedic,6,7,6,1
skis,has_bindings,external_component,visual-form_and_surface,5,10,5,1
skis,requires_boots,contingency,encyclopaedic,5,10,5,1
skis,used_for_sliding_down_hills,function,function,5,10,24,2
skis,used_in_the_cold,function,function,5,10,5,1
skunk,smells_bad,external_surface_property,smell,28,1,28,1
skunk,is_white,external_surface_property,visual-colour,26,2,634,51
skunk,is_black,external_surface_property,visual-colour,24,3,607,50
skunk,an_animal,superordinate,taxonomic,23,4,,99
skunk,beh_-_sprays_when_in_danger,entity_behavior,visual-motion,14,5,14,1
skunk,has_a_stripe,external_surface_property,visual-form_and_surface,12,6,12,1
skunk,has_legs,external_component,visual-form_and_surface,11,7,489,44
skunk,has_4_legs,external_component,visual-form_and_surface,10,8,468,49
skunk,has_a_tail,external_component,visual-form_and_surface,9,9,379,39
skunk,has_fur,external_component,visual-form_and_surface,9,9,264,22
skunk,lives_in_forests,location,encyclopaedic,7,11,68,9
skunk,is_small,external_surface_property,visual-form_and_surface,6,12,1229,121
skyscraper,is_tall,external_surface_property,visual-form_and_surface,26,1,121,12
skyscraper,a_building,superordinate,taxonomic,18,2,,6
skyscraper,found_in_cities,location,encyclopaedic,16,3,27,3
skyscraper,has_elevators,internal_component,visual-form_and_surface,15,4,20,2
skyscraper,has_windows,external_component,visual-form_and_surface,15,4,76,9
skyscraper,used_for_housing_people,function,function,11,6,11,1
skyscraper,has_many_floors,external_component,visual-form_and_surface,8,7,8,1
skyscraper,used_for_business,function,function,7,8,7,1
skyscraper,used_for_offices,function,function,7,8,7,1
skyscraper,has_stairs,internal_component,visual-form_and_surface,6,10,6,1
skyscraper,is_large,external_surface_property,visual-form_and_surface,5,11,1076,106
skyscraper,owned_by_companies,participant,function,5,11,5,1
sled,used_for_sliding_down_hills,function,function,19,1,24,2
sled,made_of_wood,made_of,visual-form_and_surface,18,2,1091,79
sled,used_in_winter,time,encyclopaedic,16,3,16,1
sled,used_on_snow,associated_entity,encyclopaedic,16,3,59,3
sled,is_fun,evaluation,encyclopaedic,12,5,63,7
sled,used_by_children,participant,function,10,6,166,13
sled,made_of_plastic,made_of,visual-form_and_surface,8,7,446,51
sled,is_fast,systemic_property,visual-motion,6,8,346,33
sled,used_by_pulling_by_dogs,action,function,6,8,6,1
sled,different_colours,external_surface_property,visual-colour,5,10,460,58
sled,made_of_metal,made_of,visual-form_and_surface,5,10,1472,133
sled,used_for_tobogganing,function,function,5,10,5,1
sledgehammer,is_heavy,systemic_property,tactile,27,1,253,27
sledgehammer,made_of_metal,made_of,visual-form_and_surface,21,2,1472,133
sledgehammer,made_of_wood,made_of,visual-form_and_surface,18,3,1091,79
sledgehammer,a_tool,superordinate,taxonomic,13,4,,18
sledgehammer,has_a_wooden_handle,external_component,visual-form_and_surface,13,4,67,7
sledgehammer,used_for_construction,function,function,9,6,94,10
sledgehammer,used_for_breaking_things,function,function,8,7,17,2
sledgehammer,has_a_handle,external_component,visual-form_and_surface,7,8,508,42
sledgehammer,has_a_metal_head,external_component,visual-form_and_surface,7,8,16,2
sledgehammer,is_long,external_surface_property,visual-form_and_surface,6,10,844,81
sledgehammer,is_large,external_surface_property,visual-form_and_surface,5,11,1076,106
sleigh,used_on_snow,associated_entity,encyclopaedic,19,1,59,3
sleigh,used_by_pulling,action,function,14,2,54,3
sleigh,used_by_Santa,participant,function,14,2,14,1
sleigh,used_in_the_winter,time,encyclopaedic,13,4,13,1
sleigh,used_for_transportation,function,function,11,5,323,33
sleigh,is_fun,evaluation,encyclopaedic,10,6,63,7
sleigh,made_of_wood,made_of,visual-form_and_surface,9,7,1091,79
sleigh,made_of_metal,made_of,visual-form_and_surface,6,8,1472,133
sleigh,made_of_plastic,made_of,visual-form_and_surface,5,9,446,51
slingshot,a_weapon,superordinate,taxonomic,21,1,,29
slingshot,used_for_throwing,function,function,19,2,41,2
slingshot,has_elastic,external_component,visual-form_and_surface,18,3,18,1
slingshot,has_a_Y_shaped_part,external_component,visual-form_and_surface,17,4,17,1
slingshot,is_dangerous,systemic_property,encyclopaedic,15,5,316,37
slingshot,used_for_throwing_stones,function,function,14,6,29,2
slingshot,made_of_wood,made_of,visual-form_and_surface,11,7,1091,79
